宜信普惠信息咨询（北京）有限公司 22/24
北京德润伟业科技有限公司 0/2
同道精英（天津）信息技术有限公司 0/7
北京展心展力信息科技有限公司 0/3
厦门市易阳光电子有限公司 0/1
厦门恺通实业有限公司 0/1
远杉（厦门）供应链有限公司 0/1
杭州泰美网络科技有限公司 0/1
厦门华信安电子科技有限公司 0/1
京信网络系统股份有限公司 0/3
福建外轮代理有限公司漳州分公司 0/2
北京中联海陆商品检验有限公司 0/2
中远海运对外劳务合作有限公司 0/2
广州中远海运电商供应链管理有限公司 0/2
中国农业银行股份有限公司北京新街口支行 0/2
中国建筑股份有限公司 0/2
陕西童慧母婴用品有限公司 0/1
深圳前海普华永道商务咨询服务有限公司 0/2
济宁任城爱尔眼科医院有限公司 0/6
中集商业保理有限公司 0/2
江门市中集天宇物业管理有限公司 0/2
上海勋厚人力资源有限公司 0/2
诺爱保险代理有限公司山东分公司 0/1
武汉华信博创科技有限公司 0/1
中国移动通信集团广东有限公司 0/5
三六零科技集团有限公司 0/90
深圳市量子数据科技有限公司 0/2
杭州蓝火智造文化传媒有限公司 0/1
上海开心麻花文化传媒有限公司 0/1
上海上音演出有限公司 0/1
北京昊点广告有限公司 0/1
呼和浩特保利剧院管理有限公司 0/1
重庆渥凯思娱乐有限公司 0/1
广州纯粹幽默文化传媒有限公司 0/1
杭州芜思文化艺术策划有限公司 0/1
上海国际港务（集团）股份有限公司张华浜分公司 0/2
重庆科顺供应链管理有限公司 0/7
深圳市昂科技术有限公司 0/2
中国石化销售股份有限公司湖北武汉石油分公司 0/3
陕西正大畜禽有限公司 0/4
张家港保税区援顺企业服务有限公司 0/2
上海善江商务咨询工作室 0/1
上海迦义保洁服务有限公司 0/1
科嘉企业管理咨询（上海）有限公司 0/1
用友网络科技股份有限公司上海分公司 0/4
中兴通讯股份有限公司 0/24
青海金蚂蚁信息科技有限公司 0/2
苏州工业园区嘉华计算机系统工程有限责任公司 0/2
北京深育技术服务有限公司 0/2
广东睿程信息技术有限公司 0/2
上海诚度信息技术有限公司 0/19
宁波青谷互联科技有限公司 0/1
盛科网络（苏州）有限公司 0/1
徐州金蝶软件有限公司 0/1
邦力达农资连锁有限公司 0/1
苏州工业园区和烨木作建材有限公司 0/1
沈阳金成业教育咨询有限公司 0/1
青岛宏祥盛物业管理有限公司 0/1
青岛新纪元安全文化中心有限公司 0/1
河北顺丰速运有限公司唐山分公司 0/1
沃尔玛（中国）投资有限公司 0/14
安徽辉祥卓建筑工程有限公司 0/1
北京中金国盛认证有限公司 0/1
武汉东田仓储设备有限公司 0/1
苏果超市有限公司 0/1
重庆龙万建材有限责任公司 0/1
招银云创（深圳）信息技术有限公司 0/2
理光(中国)投资有限公司 0/2
捷德（中国）科技有限公司 0/2
佛山市强劲丰田汽车销售服务有限公司 0/2
深圳高斯管理咨询有限公司 0/2
厦门南秋广告策划有限公司 0/2
成都世茂新城房地产开发有限公司 0/4
甘肃银行股份有限公司 0/2
上海孚方实业有限公司 0/1
武夷山快来人力资源服务有限公司 0/1
安徽货道物流有限公司 0/1
伊斯卡刀具国际贸易（上海）有限公司 0/5
广东快乐种子科技有限公司 0/4
南昌佛吉亚排气控制技术有限公司 0/5
中兴通讯集团财务有限公司 0/113
上海岳峰置业开发有限公司 0/2
北京盛行京华广告有限公司 0/1
北京金迅瑞博网络技术有限公司 0/2
武汉指趣互娱信息技术有限公司 0/1
南京蜜柚互联网络科技有限公司 0/1
北京中全永信营销策划有限公司 0/1
北京中知君达知识产权代理有限公司 0/1
广东悦中旅游有限公司 0/4
威海爱尔眼科医院有限公司 0/5
江西京九物流有限责任公司 0/3
杭州海康威视数字技术股份有限公司北京分公司 0/1
济南福利来建筑工程有限公司 0/1
北京家阔货运代理有限公司 0/1
北京英创信诚科技有限公司 0/1
北京豪杰建筑装饰有限公司 0/1
华信纵横科技有限公司 0/3
广东中然建设工程有限公司 0/1
广州触维智能科技有限公司 0/3
前锦网络信息技术（上海）有限公司苏州分公司 0/1
神龙汽车有限公司成都分公司 0/1
浙江美承数码科技集团有限公司 0/7
银行间市场清算所股份有限公司 0/6
杭州裕寅旺科技有限公司 0/1
昭通市辰瑞汽车有限公司 0/1
南京倍卓网络系统工程有限责任公司 0/3
上海智度亦复信息技术有限公司 0/1
嘉兴万朵击剑体育有限公司 0/1
上海高鼎文化传播有限公司 0/1
星联互动文化传播（天津）有限公司 0/1
盛世长城国际广告有限公司上海分公司 0/1
上海好有文化传媒有限公司 0/1
广州榕树智能科技有限公司 0/1
常熟永达路捷汽车销售服务有限公司 0/1
北京睛准科技有限公司 0/3
沈阳润品房地产开发有限公司 0/4
武汉煜林风环境科技有限责任公司 0/1
武汉清新宇环保洁净技术工程有限公司 0/1
湖北晴川饭店有限公司武汉晴川假日酒店 0/1
杭州星空互联文化传播有限公司 0/1
北京爱数智慧科技有限公司 0/1
浙江九龙厨具集团有限公司 0/1
淘宝（中国）软件有限公司 0/1
北京歌华有线电视网络股份有限公司 0/1
北京高德云图科技有限公司 0/1
深圳鱼越技术有限公司 0/1
广东南方日报经营有限公司 0/1
中国信达资产管理股份有限公司福建省分公 0/1
北京晨钟科技有限公司 0/12
统一（上海）商贸有限公司 0/8
招商局集团有限公司 0/3
南京途牛国际旅行社有限公司 0/4
上海揽缨科技有限公司 0/1
北京技嘉文化传播有限公司 0/2
成都蓝色兄弟网络科技有限公司 0/2
北京百度网讯科技有限公司广州分公司 0/5
奇安信科技集团股份有限公司 0/4
苏州瑞帕电子科技有限公司 0/1
江苏东方易城网络科技有限公司 0/4
通成业达（天津）科技有限公司 0/1
深圳恒宸科技有限公司 0/1
惠州市沃美电子科技有限公司 0/1
上海茗宇物流有限公司 0/1
广州中升丰田汽车销售服务有限公司 0/5
北京畅天世纪航空服务有限公司 0/1
北京神舟商务旅行管理有限公司 0/1
北京保利当代艺术有限公司 0/1
北京中联信诚人力资源服务有限公司 0/1
浙江慧谷文博企业管理服务有限公司嘉兴分公司 0/1
上海云窝网络科技有限公司 0/1
典基网络科技（上海）有限公司 0/1
深圳市懒人智能科技有限公司 0/1
乐星电气（无锡）有限公司 0/1
湖南恩家网络技术有限公司 0/1
上海尚帝实业有限公司 0/2
四川东旭繁荣建设发展有限公司大邑分公司 0/1
希界维（成都）影城有限公司高新分公司 0/1
成都蓉矽半导体有限公司 0/1
成都思戴普科技有限公司 0/1
成都铂锡金融信息技术有限公司 0/1
成都必合科技有限公司 0/1
四川星枭建筑装饰工程有限公司 0/1
成都登辉科技有限公司 0/1
成都瑞创电气有限责任公司 0/1
四川新希望实业有限公司成都高新中心假日酒店分公司 0/1
上海东福网络科技有限公司成都分公司 0/1
成都安舟信息技术有限公司 0/1
成都雅风阁餐饮管理有限公司 0/1
成都智邦科技有限公司 0/1
成都微诊集智科技有限公司 0/1
成都南豪实业有限公司 0/1
四川鸿学金联科技集团有限公司 0/1
成都爱乐达航空制造股份有限公司 0/1
成都市青羊区迈格森教育培训学校有限公司 0/1
成都市酷喜信息技术有限公司 0/1
上海耳序信息技术有限公司 0/5
佛山市南海富轩怡家装饰工程有限公司 0/1
北京恒旭源盛装饰材料有限公司 0/1
唐山爱尔眼科医院有限公司 0/4
北京市安理律师事务所 0/1
天津天舞盛世文化传媒有限公司 0/1
北京天衢航空服务有限公司 0/1
广州艾倜客服装有限公司 0/1
成都时进爱威特电子技术有限责任公司 0/3
重庆全悦祥精密锻造机械工业有限公司 0/1
重庆新精达包装印务有限公司 0/1
重庆安在时生物技术有限公司 0/1
成都御八方餐饮管理有限公司益州大道分公司 0/1
重庆客途汽车租赁有限公司 0/1
重庆玖缘汽车销售服务有限公司 0/1
日邮物流（中国）有限公司 0/5
中开财务有限公司 0/26
文思海辉智科科技有限公司 0/6
招商局投资发展有限公司 0/2
招商银行温州分行工会委员会 0/2
巨量引擎（上海）计算机科技有限公司 0/3
成都华星璀璨娱乐有限公司 0/7
北京乐信诚通科技有限公司 0/2
安徽顺丰速运有限公司 0/9
陕西新丰泰汽车有限责任公司 0/3
中国人民财产保险股份有限公司福建省分公司 0/11
深圳红酒世界电商股份有限公司 0/1
山东航空股份有限公司 0/1
久安旅游（北京）有限公司 0/1
鼎捷软件股份有限公司 0/10
上海灵珊工程成套有限公司 0/1
上海静安满儿托育有限公司 0/1
佳通轮胎（中国）投资有限公司 0/1
北京鑫隆昌汽车零部件有限公司 0/1
缔承金（重庆）精密机械有限公司 0/1
平安养老保险股份有限公司北京分公司 0/3
成都向己科技有限公司 0/1
玲珑格致国际公关咨询（北京）有限公司 0/1
深圳百家同文化教育科技有限公司 0/1
昆山双叶软件科技有限公司 0/1
青岛镕锦教育咨询有限公司 0/1
北京博物文化传播有限公司 0/1
上海君实企业管理咨询有限公司 0/1
北京画时代教育科技股份有限公司 0/1
北京阿特金森教育科技有限公司 0/1
南京森搏体育用品有限公司 0/2
南京萌搏体育用品有限公司 0/2
湛江顺丰速运有限公司茂名分公司 0/1
恒英人力资源服务（宁波）有限公司苏州分公司 0/1
四川顺和丰快运有限公司 0/1
云南顺丰速运有限公司 0/1
中山顺丰速运有限公司 0/1
烟台九曳冷链物流有限公司 0/1
金蝶云科技有限公司 0/4
广东圣腾科技股份有限公司 0/1
四川港通医疗设备集团股份有限公司 0/1
江苏镇江建设集团有限公司 0/1
江苏金诺设备安装工程有限公司 0/1
北京中清龙图网络技术有限公司 0/3
深圳精准健康食物科技有限公司 0/3
北京开心麻花演艺经纪有限公司 0/3
摩比科技（深圳）有限公司 0/1
深圳市丛文安全电子有限公司 0/1
安琪酵母股份有限公司药业分公司 0/1
樊城区韩蔻医疗美容门诊部 0/1
上海安翰医疗技术有限公司 0/1
深圳奥泽汽车销售服务有限公司 0/4
上海必趣医疗科技有限公司 0/8
北京游戏乐谷科技有限公司 0/2
常州正衡招投标有限公司 0/2
国药集团药业股份有限公司 0/10
深圳市誉盛物业服务有限公司山海上城物业服务中心 0/3
深圳市万科物业服务有限公司锦缘里嘉园物业服务中心 0/3
北京呀咪呀咪食品有限公司 0/4
深圳华顺宝汽车服务有限公司 0/5
中国南方航空股份有限公司营销管理委员会工会委员会 0/12
上海远洋国际贸易有限公司 0/5
徐州大鑫企业管理咨询有限公司 0/4
上海彪辰新材料有限公司 0/1
无锡品至广告器材有限公司 0/1
苏州东特绝缘科技有限公司 0/1
昆山天享成建材有限公司 0/1
杭州网宿科技有限公司 0/3
苏宁帮客科技服务有限公司 0/4
江苏益丰医药有限公司 0/5
江苏华测品标检测认证技术有限公司 0/5
优选字符人工智能技术（北京）有限公司 0/1
济宁市海智机电科技有限公司 0/1
北京蓝灯鱼智能科技有限公司 0/1
杭州二次颜科技有限公司 0/6
深圳南方宝诚汽车销售服务有限公司 0/24
深圳市锦奥汽车贸易有限公司 0/2
广州酷旅旅行社有限公司 0/4
常州友骏体育用品有限公司 0/1
南京建搏体育用品有限公司 0/1
嘉兴市南耐体育用品有限公司 0/1
南京斯搏体育用品有限公司 0/1
连云港璐搏体育用品贸易有限公司 0/1
徐州泓搏体育用品有限公司 0/1
盐城市盐南高新区雅搏体育用品有限公司 0/1
南京市旭搏体育用品有限公司 0/1
宁波江北来岚波体育用品有限公司 0/1
泰州扬搏体育用品有限公司 0/1
上海长搏体育用品有限公司 0/1
苏州融耐体育用品有限公司 0/1
南京达搏体育用品有限公司 0/1
常州骋远体育用品有限公司 0/1
无锡滔荟叶体育用品有限公司 0/1
东阳迪毅体育用品有限公司 0/1
杭州嘉耐体育用品有限公司 0/1
杭州毅搏体育用品有限公司 0/1
江阴市南杰力体育用品有限公司 0/1
上海宁滔泾湖体育用品有限公司 0/1
徐州魃搏体育用品有限公司 0/1
江阴市澄特力体育用品有限公司 0/1
杭州超搏体育用品有限公司 0/1
南京阅搏体育用品有限公司 0/1
溧阳市浩翔体育用品有限公司 0/1
杭州临安宝滔体育用品有限公司 0/1
南通港搏体育用品有限公司 0/1
南京宣搏体育用品有限公司 0/1
嘉兴耐嘉体育用品有限公司 0/1
南京大洋百货合肥有限公司 0/1
溧阳市翔悦体育用品有限公司 0/1
江阴市澄奇力体育用品有限公司 0/1
常州荣祥体育用品有限公司 0/1
常州友涛体育用品有限公司 0/1
上海尚洪艺术设计有限公司 0/1
嘉兴南湖拼滔体育用品有限公司 0/1
上海金禹道具设计制作有限公司 0/1
句容市熵搏体育用品有限公司 0/1
盐城市大丰区宛搏体育用品有限公司 0/1
无锡滔荟迪体育用品有限公司 0/1
上海衣品实业发展有限公司 0/1
南京苗搏体育用品有限公司 0/1
杭州湖滔体育用品有限公司 0/1
